MOTIF ID	LOCATIONS	REFERENCES	DESCRIPTION
K1911.1.1	Africa, Carriire, French, India, Indonesia, Jamaica, Kaffir, Lithuania, Missouri, South Africa, Spain	Africa (Zulu), India, Indonesia, Jamaica, Lithuanian, Missouri French, Rumanian, Spanish	
K1911.1.2	India	India, N. A. Indian	
K1911.1.3	India, Italy, Japan, Spain	Spanish	The true bride, left by her husband for a short time at a fountain, is supplanted by a moor or gypsy, who transforms her.
K1911.1.4	Africa, Angola, India, Italy, Lithuania, Russian	Africa (Angola), India, Italian, Lithuanian, Russian	The true bride must perform a certain task to win her husband and, being exhausted, commits the task to a slave.
K1911.1.5	Italy	Italian Novella	
K1911.1.5.1		Jewish	
K1911.1.6	India	India	Compels true bride to exchange places.
K1911.1.7	India	India	
K1911.1.8	Africa, Des, Karutz, London	Africa (Hottentot)	
K1911.1.8.1	China	Chinese	
K1911.1.9	Iceland	Icelandic	
K1911.1.10	India	India	
K1911.2	France	Missouri French	
K1911.2.1	Africa, India, South Africa, Spain	Spanish	
K1911.2.2	India, Japan	India, Japanese	
K1911.2.2.1			
K1911.2.2.2	India	India	
K1911.2.3	India	India	
K1911.3	India	India	
K1911.3.1	India, Spain	India, Spanish	
K1911.3.1.1	India	India	
K1911.3.2	India, Italy, Spain	Spanish	Thus eventually secures his attention.
K1911.3.3	Africa, Angola, China, India, South Africa	Africa (Zulu), Chinese, India	Uses slipper test, jumping test, or the like.
K1911.3.3.1	India, Spain	Spanish	In order to wear the shoes with which the husband is testing the identity of his bride, the false bride cuts her feet. She is detected.
K1911.3.3.2	India	India	
K1911.3.4	India	India	
K1911.3.5	Africa, Des, Karutz, London	Africa (Hottentot)	
K1911.3.6	India	India	
K1911.4	Italy	Italian Novella	
K1911.5	India, Italy, Spain	India, Italian Novella, Spanish	
K1912	Italy	Italian Novella	Various deceptions practiced to mask bride as virgin.
K1914	India	India	
K1915	Africa, India, Ireland, Italy, South Africa	Africa (Zulu), India, Irish myth, Italian Novella, N. A. Indian	Takes the place of the true bridegroom.
K1915.1			
K1915.2	Ireland	Irish myth	Lover plots death of saint, but is accidentally slain in his place.
K1915.3	India	India	
K1916	India	India	Robber marries girl under pretence of being a fine gentleman.
K1917	India	India	
K1917.1			After marriage he takes the bride to look at his land. He puts on soiled clothes. She looks at the land; he points to the patch on his clothes. " That patch is mine.
K1917.2			An uncle gives the boy a coin and food to hold while he woos for him. He tells the girl's father that the boy has a piece of money in hand and plenty to eat. Wins the girl.
K1917.3	India	India	
K1917.4	Spain	Spanish	House of my father with one hundred fifty lights and goat pen. " When the servant in bed so remarks the master marries his daughter to him. Arrived at the hut, he explains that the lights are the stars whose beams enter through the cracks in the roof. One goat is tied to the tree.
K1917.5	Italy	Italian Novella	Deception is discovered and impostor is banished.
K1917.6	Italy	Italian Novella	Theft of gems.
K1917.7	U.S.	U.S.	The girl thinks he is indicating the fields and live stock past which they are riding.
K1917.8		Buddhist myth	
K1918	Jamaica	Jamaica, West Indies	Borrows wedding garments one by one; later returns them one by one and reveals monster form.
K1918.1	Africa, Wakweli	Africa (Wakweli)	
K1918.1.1	India	India	
K1919.1		Jewish	
K1921.1			
K1921.2	Ireland	Irish myth	
K1921.3	Iceland	Icelandic	Later recognizes the better character of the twins, and changes back again.
K1922	Cape, Islands, Verde	Cape Verde Islands	Exchanges sleeping places.
K1923.1	Italy	Italian Novella	
K1923.2	Italy	Italian Novella	In reality it is a foundling. When the supposed mother dies her father is about to forfeit dowry, when the child's real parents claim him.
K1923.3	Easter, Island	Buddhist myth, Easter Island	Substitutes another woman's child.
K1923.4	India	India	
K1923.5	India	India	
K1923.6	India	India	
K1924	India	India	
K1926	India	India	
K1931.1	Jamaica, Spain	Jamaica, N. A. Indian, Spanish	
K1931.1.1	Iceland, Tonga	Icelandic, Tonga	
K1931.2	French, India, Missouri, Spain	India, Missouri French, Spanish	Usually let rope drop on which he is to be raised.
K1931.3	France	Missouri French	
K1931.4	French, Missouri, Spain	Missouri French, Spanish	
K1931.5			
K1931.6			
K1931.7		Cheremis	Pulls down rope on which he is to be lowered.
K1932	French, Iceland, Ireland, Jamaica, Missouri	Icelandic, Irish myth, Jamaica, Missouri French, N. A. Indian	
K1933	Iceland, Spain	Icelandic, Spanish	Hero or heroine swears not to tell of imposture.
K1934			
K1934.1		Jewish	The ladies of the harem recognize the false king, and the true king is reinstated.
K1935	Carriire, French, India, Missouri	India, Missouri French	
K1935.1	India	India	
K1936			
K1937	Italy	Italian Novella	
K1938	India	India	
K1941	Africa, Bay, Hudson, India, Kaffir, West	Africa (Basuto), Eskimo (West Hudson Bay), N. A. Indian, S. A. Indian (Chiriguano)	An impostor dresses in the skin of his victim.
K1941.1	India	N. A. Indian	
K1942	India	India	Woman makes them think they will have her as reward.
K1944		Jewish	
K1945.1.1	India	India	
K1951	India	India	
K1951.1	Canada, France, India, Indonesia, Spain	French Canadian, India, Indonesia, Missouri French, Spanish	A tailor who has killed seven flies writes on a placard: "Seven at a blow. " He is received as a great warrior.
K1951.1.1	India	India	Elephant has been poisoned.
K1951.2	France, India	India, Missouri French, N. A. Indian	When the sham hero goes to war his horse runs away with him. To save himself he grasps a cross from a graveyard and waves it from side to side, putting the enemy to flight.
K1951.2.1	India	India	
K1951.3			
K1951.3.1	India	India	
K1951.3.2	India	India	
K1951.4	Cheyenne, India	N. A. Indian (Cheyenne)	
K1951.5	Italy	Italian Novella	Latter is frightened into believing him to be of exceptional prowess and desists from attacking the city.
K1952	India, Ireland	India, Irish myth	
K1952.0.1	India	India	
K1952.0.2	India	India	
K1952.1	India, Italy	India, Italian	This is believed.
K1952.1.1	Africa, Cairo, East, India	East Africa, India	
K1952.2			A poor boy posing as a prince in the king's court always says that he has better things at home.
K1952.3	Ireland	Irish myth	
K1952.4	Iceland	Icelandic	
K1952.4.1	India	India	
K1952.5	Iceland	Icelandic	
K1952.6	India	India	
K1952.7	India	India	
K1953.1	India	India	His wife has killed it and he has fled.
K1954	India	India	
K1954.1	India, Spain	India, Spanish	The master thus gains a reputation for wealth.
K1954.2	India	India	
K1955	Cape, Indonesia, Islands, Verde	Cape Verde Islands, Indonesia, N. A. Indian	
K1955.1	Italy		
K1955.1.1	Italy	Italian Novella	Starves him until he admits he can eat anything.
K1955.1.2	Italy	Italian Novella	
K1955.2			Really from observation and inference from trifles.
K1955.2.1	India	India	
K1955.3	Italy	Italian Novella	From one side it looks like a boy, from the other a girl. " The woman bears twins and the husband pays the doctor.
K1955.4	Italy, Spanish	Italian Novella, Spanish	Catch the flea, open its mouth, and place the powder inside.
K1955.5			A king wants his daughter to grow up quickly. The physician says that he must send away for the medicine; meantime she must be shut up. After several years they show her to the king. She has grown.
K1955.6	Cape, India, Islands, Spain, Verde	Cape Verde Islands, India, Spanish	The devil is to enter the girl and the physician will collect reward for driving the devil out.
K1955.6.1	China	Chinese	
K1955.7			
K1955.8	Italy	Italian Novella	
K1955.8.1	Italy	Italian Novella	
K1955.9	Italy	Italian Novella	
K1955.9.1			
K1956	India, Indonesia	India, Indonesia	
K1956.1	India, Italy	India, Italian Novella	His pills get the credit.
K1956.1.1	India	India	He has really forced thieves to show them to him.
K1956.2	India, Indonesia, Jamaica	India, Indonesia, Jamaica	
K1956.2.1	India	India	
K1956.3	Japan, Spain	Japanese, Spanish	
K1956.4			Unmasked.
K1956.5			Is really killing flies.
K1956.6	Italy	Italian Novella	Insists she be allowed to marry man of her own choice.
K1956.7	India	India	
K1956.8	India	India	
K1956.9	India	India	
K1956.10	India	India	
K1958			Pretends to read a document brought him as a letter. It is a tax receipt.
K1961.1	India, Ireland	India, Irish myth	
K1961.1.1			
K1961.1.2			
K1961.1.2.1	Italy, Lithuania		
K1961.1.3			He has sawed the pulpit almost through. He predicts a miracle. The pulpit falls down.
K1961.1.4	Italy	Italian Novella	
K1961.1.5	Italy	Italian Novella	
K1961.1.5.1	India	India	
K1961.2.1	London, Stuttgart		(Pope Joan.)
K1961.3			
K1961.4	Ireland	Irish myth	
K1961.5	Ireland	Irish myth	
K1962	Spain	Jewish, Spanish Exempla	
K1962.1	Spain	Spanish Exempla	
K1963	France, India, Italy	India, Italian Novella, Missouri French, N. A. Indian	
K1963.1	Estonia	Estonian, Lappish	
K1963.2	Italy	Italian Novella	Dupe is frightened (to death, robbed, or otherwise discomfited) by magician or confederate.
K1963.3	Italy	Italian Novella	
K1963.4	Italy	Italian Novella	
K1963.5	Italy	Italian Novella	
K1963.6	Italy	Italian Novella	
K1964	India, Italy	India, Italian Novella	
K1965	Italy	Italian Novella	
K1966.1	Italy	Italian Novella	
K1966.2	Italy	Italian Novella	
K1967	Italy	Italian Novella	Keeps crowd waiting until dusk and then makes his escape.
K1968.1	India	India	
K1969.1		Marquesas	Boasts falsely of voyage and receives canoes which he appropriates.
K1969.2			
K1969.3.1	India	India	
K1969.4		Jewish	
K1969.4.1	India	India	
K1971	Hawaii, India, Indies, Indonesia, West	. India, Buddhist myth, Hawaii, Indonesia, West Indies	
K1971.1	India, Russian		He says to feed him well.
K1971.1.1	India	India	
K1971.2	Russian	Russian	The latter thinks God is calling and repays the debt.
K1971.3			She thinks God is speaking and gives him good food.
K1971.3.1	Japan	Japanese	
K1971.4	Spain	Spanish	
K1971.4.1			
K1971.5	Estonia, India, Indonesia, Lithuania, Russian	Estonian, India, Indonesia, Lithuanian, Russian	
K1971.5.1	Russia	Russian	Or prophesies himself as father so as to marry the girl.
K1971.6			Believing it to be the advice of angels, he marries her.
K1971.6.1			
K1971.7			
K1971.8			
K1971.8.1			
K1971.9			
K1971.10	India, Indonesia, Japan	India, Indonesia, Japanese	
K1971.11	Africa, Rhodesia	Africa (Ila, Rhodesia)	Others think God speaks and leave.
K1971.12	India, Italy	India, Italian Novella, Jewish	
K1971.13	India	India	Dupe overhears and pays him bargain price for what he is later to receive.
K1971.14	India	India	
K1972			
K1972.1	Italy	Italian Novella	Woman wishing to go on pilgrimage (to meet lover) makes believe that statue of saint has raised its arm in answer to her prayer.
K1972.2	Italy	Italian Novella	Priest makes congregation believe the painting of the Virgin weeps real tears.
K1973	India	India	
K1974	India	India	
K1975			Tricksters who have done no mowing say to their master when he angers them, "May the grass grow up again! " He finds it is full height.
K1975.1			Tricksters put a wasp nest in the wallet (bee-hive). When the master claims it they give it to him with the curse, "May it turn to wasps! " It does.
K1975.2	India	India	Cheat tells man rupees carried by horse in sack will turn to ashes if man's tired wife rides on its back. Man promises to pay him back if that should happen. Ashes fall from under saddle when woman does and cheat collects.
K1975.3	India	India	Lazy wife takes uncooked food to husband in field.
K1976	Italy	Italian Novella	
K1976.1	Italy	Italian Novella	One of the tricksters questions its powers in public. Feigns being struck dead. Feigned resurrection. Tricksters enriched as a result.
K1980			
K1981.1			
K1982	Spain	Spanish	In disguise obtains alms three times from the same person.
K1983	India	N. A. Indian	
K1984	Carolina, Japan, North	Japanese, North Carolina	
K1984.1	Japan		The girls have been warned against speaking, but forget and are found out.
K1984.2			When the suitor sees her baking he finds that she can eat.
K1984.2.1			
K1984.3			Her mother gives her a new one but the girl does not recognize it and her mother must call her by her old name.
K1984.4	Italy	Italian	King hearing them supposes them delicate and beautiful.
K1984.5			Mistakes one object for another.
K1985			When the one rearing the owl learns its age he kills it.
K1986			
K1987			
K1988		Jewish	
K1988.1	India	India	
K1991	Africa, Antigua, Bahamas, Georgia, Indies, Kaffir, Rhodesia, West	Africa (Ila, Rhodesia), American Negro (Georgia), Bahamas, West Indies, West Indies	Horns melt by the fire.
K1992			Forbids man to cut wood on Sunday. Disappears when man demands to see the wounds on his hands and feet.
K1994	India	India	
K2010	India	India, Jewish	
K2010.1	Heidelberg, Italy	Italian Novella	
K2010.2	Italy	Italian Novella	
K2010.3	Italy	Italian Novella	After the dogs have been dismissed the wolves devour the sheep.
K2011	Africa, France, Japan, Nigeria	Africa (Ibo, Nigeria), Japanese, Missouri French	(Red Riding Hood.)
K2011.1	Africa	Africa (Basuto)	
K2011.1.1	Africa, Paris, Rundi	Africa (Rundi)	
K2011.1.2	Africa, Kenya, London	Africa (Kenya)	
K2011.1.3	Africa	Africa (Larusa)	
K2011.1.4	Africa	Africa (Ziba)	
K2011.2	China	Chinese	
K2012	Italy	Italian Novella	He then seduces her.
K2013	Ireland	Irish myth	
K2013.1	Ireland	Irish myth	
K2014	Ireland	Irish myth	
K2014.1	Ireland	Irish myth	
K2015			
K2021	Iceland	Icelandic	
K2021.1			In payment of a debt, a woman permits a man to kiss her; he bites her cheek so that she has a permanent mark.
K2021.2		Jewish	
K2021.3		Jewish	
K2022	Italy	Italian Novella	Kills him while on a hunt.
K2023	Ireland	Irish myth	
K2026	India	India	
K2027			
K2031			Is he friend or enemy?
K2031.1	Spain	Spanish Exempla	On the street he barks at him.
K2032			Promises them that the master will teach them to speak.
K2033	India	India	Tiger left behind.
K2034	Ireland	Irish myth	
K2034.1	Ireland	Irish myth	
K2035	Ireland	Irish myth	
K2036	Ireland	Irish myth	
K2037	India	India	
K2041.1	Spain	Spanish Exempla	
K2042	Spain	Spanish Exempla	Having learned secret retreats of owls, he returns to crows and leads them to victory over owls.
K2043	India	India	
K2050			
K2051.1			
K2051.2			She has allowed her lover to abuse her.
K2051.3			
K2051.4	Ireland	Irish myth	
K2052.1	Italy	Italian Novella	Wears gloves, etc. to bed.
K2052.2	Italy	Italian Novella	
K2052.3	Italy	Italian Novella	Groom retaliates with similar plea when she changes her mind.
K2052.4	Italy	Italian Novella	
K2052.4.1	Italy	Italian Novella	She claims to prefer death. Change of heart on daughters' plea. Daughters adopt treatment as a preventive.
K2052.4.2	Italy	Italian Novella	Widow who claims to abhor intimacy rejects a eunuch with business qualifications.
K2052.4.3	Italy	Italian Novella	Man consoles daughter whose husband is dying by telling her he has picked another husband for her. She feels insulted. No sooner does her husband die than she asks her father for details.
K2054	Italy	Italian Novella	Trickster claims to have found a bag of gold. Confederate claims and receives it upon correct identification. Spectator is thus deceived into trusting the trickster with a large sum of money.
K2054.1	Korea	Korean	Thus he gets man's confidence and robs him.
K2055	Vitry		
K2055.1	Lithuania	Lithuanian	Promises to give up slaying animals. After wringing the gander's neck, excuses self saying: "He should not have hissed at the saint.
K2056	India	India	
K2057		Jewish	
K2058		Jewish	
K2058.1	India	India	
K2058.2		Buddhist myth	
K2061.1			
K2061.1.1	Spain	Spanish Exempla	
K2061.2			
K2061.3			
K2061.4	Spain	Spanish	
K2061.5	Spain	Spanish	
K2061.6	Vitry		
K2061.7			
K2061.8			
K2061.9			
K2061.10			
K2061.11	India	India	Chased by leopard.
K2062	Spain	Spanish Exempla	
K2063	Italy, Lithuania	Italian Novella, Lithuanian	
K2064	Italy	Buddhist myth, Italian Novella	
K2065.1	Italy	Italian Novella	Would that Death take me in his stead. " When Death comes she points to her husband.
K2090.1			
K2091	Africa	Africa (Fang)	
K2091.1	India	India	
K2093	Ireland	Irish myth	
K2094	Ireland	Irish myth	
K2095.1	India	India	He thus has clear conscience.
K2095.2	India	India	
K2096.1	India	India	Finds coin is short weight.
K2096.2	India	India	
K2097	Italy	Italian Novella	
K2098	India	India	
K2100	China, France, India	Chinese, India, Jewish, Missouri French, West Indies	
K2101			
K2102			
K2104	India	India	
K2110		Jewish	
K2110.1	Africa, India, Ireland, New, Spain, Wakweli, York	Africa (Wakweli), Buddhist myth, India, Jewish, N. A. Indian, Spanish	
K2110.1.1	China	Chinese	
K2111	China, Greece, Iceland, India, Ireland, Italy, Persian, Spain	Bloomfield Trans. Am. Irish myth, Buddhist myth, Chinese, Chinese-Persian, Greek, Icelandic, India, Italian, Jewish, N. A. Indian, Persian, Spanish	A woman makes vain overtures to a man and then accuses him of attempting to force her.
K2111.0.1	India	India	
K2111.1	India, Italy	India, Italian Novella	She tries to poison him but her own son accidentally takes the beverage and apparently dies. Plot is revealed when doctor states that he had substituted sleeping potion for the poison.
K2111.2	Italy	Italian Novella	
K2111.3	Italy	Italian Novella	Castrated.
K2111.4			
K2111.5	Spain	Spanish Exempla	
K2111.6	Spain	Spanish Exempla	
K2112	China, Crescentia, Hawaii, Iceland, India, Italy, Spain	Buddhist myth, Chinese, Hawaii, Hilka Neue Beitrdge z. Erzdhlungslit. Icelandic, India, Italian Novella, Jewish, Spanish Exempla	(Usually by unsuccessful suitor.) (Crescentia, Genoveva, Susanna.)
K2112.1	India, Indonesia, Italy, Paris, Romania	. Italian Novella, India, Indonesia	Tokens are stolen from the woman, or her secret markings are seen by treachery.
K2112.1.1	England	English	She has substituted a maid and the gallant has cut off the maid's finger.
K2112.2	India, Korea	India, Korean	She is thus incriminated.
K2112.2.1	India	India	
K2112.2.2	Italy	Italian Novella	
K2112.2.3	Italy	Italian Novella	
K2112.2.4	Korea	Korean	
K2112.3			
K2112.4	Italy	Italian Novella	Threat of false accusation of indiscretion forces woman to yield.
K2112.5.1	Italy	Italian Novella	(Othello.)
K2112.5.2	Ireland	Irish myth	
K2113	Spain	Spanish	
K2113.1	India	India	
K2113.2			
K2114	Iceland, Italy	Icelandic, Italian Novella	
K2115	Africa, England, French, Iceland, India, Indonesia, Ireland, Italy, Missouri, New, Spain, York	. Irish myth, English, Icelandic, Italian, Missouri French, Spanish	A woman is accused of having given birth to animals. Her children are put out of the way and animals substituted.
K2115.0.1	India	India	
K2115.1	Iceland	Icelandic	Malicious story that man is son of an animal.
K2115.2	India	India	
K2115.2.1	India	India	
K2115.2.2		Buddhist myth	
K2115.3	India	India	
K2116.1	Greece, India	Greek, India	
K2116.1.1	Africa, French, Ireland, Italy, Missouri, New, South Africa, Spain, Switserland, York	Africa (Zulu), Irish myth, Italian Novella, Missouri French, Spanish, Swiss, Welsh	
K2116.1.1.1	India, Ireland		
K2116.1.1.1.1	Ireland	Irish myth	
K2116.1.2	Italy	Italian Novella	Ignorant doctors cannot diagnose king's illness. Queen burned at stake.
K2116.1.3	Italy	Italian Novella	Investigation reveals poisonous breath of toad as cause of death.
K2116.1.4	Italy	Italian Novella	
K2116.2	Italy	Italian Novella	
K2116.2.1	Italy	Italian Novella	
K2116.2.2	Iceland	Icelandic	
K2116.3	India	India	
K2116.4	India	India	
K2116.5	Iceland	Icelandic	Not supposed to have been able to do it if latter was awake.
K2117	French, Italy, Missouri, New, Spain, York	Italian, Missouri French, Spanish	The letter announcing the birth of her children changed on the way to the king, so that the queen is falsely accused.
K2117.1	Italy	Italian Novella	
K2121	Iceland	Icelandic	
K2121.1	India	S. A. Indian (Amuesha)	
K2121.2	Hawaii, Iceland	Hawaii, Icelandic	
K2123	India	Buddhist myth, India	Sham sickness.
K2124	India	India	
K2125	India	India	
K2125.1	India	India	
K2126	Italy	Italian Novella	
K2126.1	Italy	Italian Novella	Accusers exposed and punished.
K2126.2	Iceland	Icelandic	
K2127	Iceland, India	Icelandic, India	
K2127.1	India	India	
K2127.2	India	India	
K2128	India	India	
K2129.1		Buddhist myth	
K2129.2	Iceland	Icelandic	
K2129.3	India	India	
K2129.4	Tuamotu	Tuamotu	
K2130	Ireland	Irish myth	
K2131	Africa, India, Ireland, Wakweli	Africa (Wakweli), Buddhist myth, India, Irish myth	
K2131.1			Eagle lives in the top of the branches, cat in the middle, and sow at bottom; all are happy. Cat tells eagle that sow is trying to root down the tree: eagle is frightened and dares not leave tree. Cat tells sow that eagle plans to carry off pigs: sow dares not leave. They starve and fall victims to the cat.
K2131.2	India, Spain	India, Spanish Exempla	The lion kills the bull.
K2131.3	India	India	
K2131.4	India	India	Joint owners each accuse other of theft.
K2131.5	Greece	Greek	
K2132	Ireland	Irish myth	
K2134	Russia	Russian	Makes trouble between them.
K2135	India, Italy, Paris, Romania		A steward advises the courtier to hold his head away when serving the king, since the king objects to his bad breath. He then tells the king that the courtier holds his head back to avoid the king's bad breath.
K2136			
K2137	India	India	The servant who has eaten the chickens tells the guest to flee because the priest is going to cut off his ears, and he tells the priest that the guest has stolen two chickens The priest runs after him.
K2138	Lithuania	Lithuanian	Comes riding a wolf and asks for hospitality. Wolf kills sheep. Beehive in bed. Bees sting family and cause father to kill son.
K2141			
K2142	India	India	
K2150	Spain	Spanish Exempla, West Indies	
K2151	India, Italy, Japan, Spain	. Spanish, India, Italian Novella, Japanese	(The thrice-killed corpse.) Dupes are accused of murder when the corpse is left with them. The trickster is paid to keep silent.
K2151.1	India	India	
K2152	India, Italy, Korea, Ojibwa, Spain	India, Italian Novella, Korean, N. A. Indian (Micmac), Spanish	Corpse is set up so that dupe addresses it and when it does not respond knocks it over. He is accused of murder.
K2152.1	India	India	Must pay damages.
K2152.2	Lithuania, Russian	Lithuanian, Russian	
K2153	India	India, Marquesas	
K2153.1	Africa, Vandau	Africa (Kaffir)	
K2155	India, Ireland	India, Irish, West Indies	
K2155.1	Africa, India, Rhodesia, Spain	. West Indies, Africa (Ila, Rhodesia), India, Spanish	
K2155.1.1			
K2155.2		Buddhist myth	
K2156	Greece	Greek	It brings about his death sentence.
K2165			He admits his deception so that his companion, who is really blind, is punished.
K2171			The cat steals a sausage from the table but the dog receives the blows from the mistress.
K2172			The rats unite and all go to houses together, increasing or decreasing their ravages with the increase or decrease in the number of cats. Thus the cats are suspected of the damage and are killed.
K2175	India	India	
K2200	Ireland	Irish myth	
K2210	India	India	Distinction between treacherous relatives and cruel relatives (+S0-+S99) is frequently impossible to make. Relatives whose treachery seems to be uppermost have been listed here; those usually possessing power over their charges and exercising their power in a cruel fashion have been listed under cruel relatives.
K2211	Africa, Breton, Canada, Carriire, China, France, French, Greenland, Iceland, India, Ireland, Italy, Missouri, Persian, South Africa, Spain, Tuamotu	Breton, French Canadian, Icelandic, Irish myth, Missouri French, Spanish	Usually elder brother.
K2211.0.1	India	India	
K2211.0.2	China, India	Chinese, India, Jewish, Mono	
K2211.1	Iceland, New, Spain, York	Icelandic, Spanish	
K2211.2	France, Italy	Italian Novella, Missouri French	False accusation of theft.
K2211.3	Ireland	Irish myth	
K2212	Africa, China, French, India, Ireland, Italy, Missouri, South Africa, Spain	Irish myth, Missouri French, Spanish	Usually elder sister.
K2212.0.1	Ireland	Irish myth	
K2212.0.2	India	India	
K2212.0.3	India	India	
K2212.1	China, India	Chinese, India	
K2212.2	India	India, Rumanian	
K2213	Africa, Carriire, Easter, French, Iceland, India, Ireland, Island, Japan, Lithuania, Missouri, Russian	Africa (Fang), Buddhist myth, Easter Island, Icelandic, India, Irish myth, Japanese, Jewish, Lithuanian, Missouri French, Prussian, Rumanian, Russian	
K2213.1	Berlin, Ireland, Italy, Spain, Vitry	Irish myth, Italian Novella, Jewish, Spanish	(Vidua.) A woman mourns night and day by her husband's grave. A knight guarding a hanged man is about to lose his life because of the corpse he has stolen from the gallows. The matron offers him her love and substitutes her husband's corpse on the gallows so that the knight can escape.
K2213.2			
K2213.2.1	India	India	
K2213.3	India, Ireland, Italy, Spain	Irish myth, Spanish	
K2213.3.1	Italy	Italian Novella	
K2213.3.2	Italy	Italian Novella	Paramour fearing a like fate refuses to go to her.
K2213.3.2.1	India	India	
K2213.3.2.2	India	India	
K2213.3.3	Ireland	Irish myth	
K2213.3.4	India	India	
K2213.4	India, Ireland	India, Irish myth	
K2213.4.1	Africa, Cameroon, Carriire, French, India, Ireland, Missouri, Persian	Africa (Cameroon), India, Irish, Jewish, Missouri French, Persian	
K2213.4.2			The devil persuades his wife to intoxicate him and then find out what he is doing (building the ark).
K2213.5	India, Indonesia, Paris	India, Indonesia	Husband at great sacrifice has brought his wife back to life. She immediately deserts him and plots with a paramour against his life.
K2213.6			
K2213.7	Ireland	Irish myth	
K2213.8	Iceland, Ireland	Icelandic, Irish myth	
K2213.9	Ireland	Irish myth	
K2213.10	Ireland	Irish myth	
K2213.11	Ireland	Irish myth	
K2213.12	Iceland	Icelandic	
K2213.13	Iceland	Icelandic	
K2213.14	Iceland	Icelandic	
K2213.15	Iceland	Icelandic	He is hung up between two fires, but his second wife cuts the strings so that he falls down and kills his enemy and takes his kingdom back.
K2213.16	Iceland	Icelandic	
K2214	Ireland	Irish myth	
K2214.1	Greece, India, Ireland	Greek, India, Irish myth	
K2214.1.1	Italy	Italian Novella	
K2214.2.1	India	India	
K2214.3	Spain	Buddhist myth, Jewish, Spanish Exempla	
K2214.3.1	India	India	
K2217	India, Ireland, Spain	India, Irish myth, Spanish Exempla	
K2217.1	Spain	Spanish Exempla	
K2218	Ireland	Irish myth	
K2218.1	Ireland	Irish myth	
K2218.2		Jewish	
K2220	Carriire, French, Iceland, Ireland, Missouri	Icelandic, Irish myth, Jewish, Missouri French	
K2220.0.1	India	India	
K2221	French, India, Missouri, Tuamotu	India, Missouri French, Tuamotu	Wife's paramour or rival in love.
K2221.1	Ireland, Italy	Irish myth, Italian Novella	
K2222	Africa, India, Ireland, Italy	Africa, Buddhist myth, India, Irish myth, Italian	
K2230			
K2231	India, Ireland	India, Irish myth	
K2231.1	Italy	Italian Novella	
K2232	England, India, Scotland	English and Scottish, India	
K2232.1	Spain	Spanish Exempla	
K2241	French, India, Missouri	India, Missouri French	
K2242	Iceland, Spain	Icelandic, Spanish Exempla	
K2243	New, York		
K2244			
K2245			
K2246	Ireland, Spain	Irish myth, Spanish Exempla	
K2246.0.1	Ireland	Irish myth	
K2246.1	Iceland, Ireland, Tuamotu	Icelandic, Irish myth, Tuamotu	
K2246.1.1	India	India	
K2247	Iceland	Icelandic	
K2248	India, Spain	Buddhist myth, India, Jewish, Spanish Exempla	
K2248.1	India	India	
K2249.1			
K2249.2	Iceland	Icelandic	
K2249.3	India	India	
K2249.4	India	India	
K2249.4.1	India	India	
K2250	Breton, Iceland	Breton, Icelandic	
K2250.1	India	India, Jewish	
K2251	Iceland, Italy	Icelandic, Italian Novella	
K2251.1	Spain	Spanish	
K2252	France, Italy	Italian Novella, Missouri French	
K2253	India	India	
K2254	India	India	
K2255.1			
K2255.2	China	Chinese	
K2256			
K2257			
K2258	Iceland, Italy	Icelandic, Italian, Italian Novella	
K2259.1			
K2259.2			
K2259.3	India	India	
K2259.4	India	India	
K2260.1	Iceland	Icelandic	
K2260.2			
K2261	Italy, Spain	Spanish	
K2261.1			
K2262	France, Spain	Missouri French, Spanish	
K2265			
K2271	Iceland, India, Italy	Icelandic, India, Italian Novella	
K2272			
K2273	India	India	
K2273.1	India	India	
K2275			
K2276	Africa, West	West Africa	
K2277	New, York		
K2281			
K2282.1	Italy	Italian Novella	
K2284	India	India	
K2284.1	India	India	
K2284.2	India	India	
K2285	India, Italy, Spain	Italian Novella, Spanish Exempla	
K2285.1	India	Buddhist myth, India	
K2285.2	India	India	
K2286	India	India	
K2291			
K2292	Italy	Italian Novella	
K2293	Ireland	Irish myth	
K2294	Ireland	Irish myth, Jewish	
K2295			
K2295.1			
K2295.2			
K2295.3			
K2295.4	India	India	
K2295.5	India	India	
K2296	Scotland	Scottish	
K2296.1	India	India	
K2297	Ireland	Irish myth	
K2297.1	Italy	Italian Novella	He tries to force his attentions upon her and then claims it was a test of fidelity.
K2297.2	Italy	Italian Novella	
K2298	Iceland	Icelandic	
K2299.1	India	India	
K2299.2		Jewish	
K2310	France, Ireland	Irish myth, Missouri French	
K2311			Restricted to a single cake during Lent, the peasants make one as large as a cart wheel.
K2312.1	Scotland	Scottish	Woman thus sworn to secrecy talks to her unchristened child.
K2312.2	Ireland	Irish myth	
K2313	England	English	Various false explanations are given to prepare the hearer.
K2314	Ireland	Irish myth	Saint has tribute remitted for a day and a night, i.e. forever, because there is but one day and one night in time.
K2314.1	Ireland	Irish myth	
K2314.2	Ireland	Irish myth	Luan" means both "Monday" and "Doomsday.
K2314.2.1	Ireland	Irish myth	
K2315	Spain	Spanish	The peasant has hidden the fox in a basket and promised not to tell. When the hunters come, he says, "The fox just went over the hill," but points to the basket.
K2316	India	India	
K2319.1	Ireland	Irish myth	Man carries sods of two countries with him that his whereabouts will be so defined.
